358,261,10
358,261,0
357,269,0
358,275,0
358,281,0
358,287,0
358,293,0
358,300,0
358,307,0
358,315,0
358,321,0
358,327,0
357,332,0
357,338,0
357,344,0
357,350,0
356,355,0
356,361,0
355,367,0
355,374,0
355,380,0
355,386,0
355,392,0
355,399,0
356,404,0
359,409,0
364,411,0
369,412,0
374,414,0
380,414,0
385,415,0
391,414,0
396,413,0
402,413,0
406,409,0
407,404,0
408,399,0
408,393,0
408,387,0
409,382,0
409,376,0
409,370,0
409,363,0
409,356,0
409,350,0
409,343,0
409,337,0
409,330,0
409,323,0
408,317,0
408,311,0
408,303,0
408,295,0
409,289,0
409,283,0
409,277,0
409,271,0
408,266,0
404,262,0
400,258,0
395,256,0
390,255,0
384,255,0
379,256,0
374,257,0
369,259,0
364,260,0
364,260,10
380,147,10
380,147,0
380,157,0
379,163,0
378,169,0
377,174,0
375,180,0
373,185,0
371,190,0
369,195,0
367,200,0
365,205,0
363,211,0
362,217,0
361,222,0
362,228,0
364,233,0
368,238,0
373,241,0
378,243,0
384,243,0
389,241,0
394,239,0
399,236,0
403,232,0
406,227,0
406,221,0
406,215,0
405,210,0
403,205,0
401,200,0
398,194,0
394,188,0
391,183,0
388,177,0
387,172,0
386,167,0
384,162,0
383,156,0
382,150,0
382,144,0
382,144,10
165,439,10
165,439,0
174,437,0
180,437,0
185,438,0
190,439,0
195,440,0
201,441,0
206,442,0
211,443,0
217,446,0
222,448,0
227,450,0
232,453,0
237,455,0
242,457,0
247,460,0
253,465,0
258,468,0
263,470,0
268,473,0
273,474,0
278,475,0
283,477,0
291,478,0
297,479,0
302,480,0
308,480,0
314,481,0
320,481,0
326,481,0
331,482,0
336,483,0
341,485,0
345,489,0
350,492,0
354,496,0
358,500,0
363,503,0
368,507,0
373,510,0
378,514,0
383,517,0
388,519,0
393,520,0
399,520,0
406,520,0
413,520,0
419,520,0
424,519,0
429,518,0
435,518,0
441,518,0
446,519,0
452,519,0
458,520,0
463,521,0
468,523,0
474,524,0
479,526,0
484,528,0
489,531,0
493,535,0
498,538,0
503,541,0
509,543,0
514,545,0
519,546,0
524,548,0
530,548,0
535,550,0
540,554,0
544,559,0
544,565,0
543,570,0
542,575,0
538,579,0
532,579,0
527,578,0
522,576,0
517,574,0
512,573,0
507,571,0
502,569,0
496,567,0
490,565,0
485,562,0
480,559,0
475,557,0
469,554,0
464,552,0
460,548,0
455,547,0
450,545,0
445,544,0
439,544,0
433,544,0
427,544,0
422,545,0
417,546,0
411,546,0
405,546,0
399,546,0
393,545,0
388,544,0
382,542,0
375,540,0
370,538,0
364,535,0
358,531,0
352,527,0
348,523,0
344,519,0
340,515,0
335,511,0
330,510,0
324,510,0
318,510,0
313,509,0
306,509,0
301,508,0
295,508,0
289,507,0
284,506,0
279,505,0
274,504,0
269,503,0
264,501,0
258,498,0
253,496,0
248,494,0
243,492,0
237,488,0
232,485,0
227,481,0
222,477,0
217,474,0
212,470,0
207,468,0
202,467,0
195,467,0
190,468,0
184,468,0
179,467,0
174,465,0
169,464,0
163,461,0
159,457,0
157,452,0
158,446,0
160,441,0
165,438,0
165,438,10
172,499,10
172,499,0
183,497,0
189,498,0
194,500,0
199,501,0
204,502,0
210,504,0
215,508,0
220,512,0
225,515,0
231,519,0
237,522,0
242,525,0
247,527,0
252,529,0
257,531,0
263,534,0
268,536,0
273,537,0
278,539,0
283,540,0
289,540,0
294,541,0
299,542,0
305,542,0
311,542,0
319,542,0
326,542,0
332,543,0
338,543,0
344,545,0
350,548,0
354,552,0
359,555,0
363,559,0
367,563,0
372,566,0
377,570,0
382,573,0
388,576,0
394,579,0
399,580,0
404,581,0
409,582,0
416,582,0
422,582,0
427,583,0
432,582,0
437,581,0
444,581,0
449,580,0
457,580,0
464,581,0
469,583,0
475,584,0
480,587,0
484,591,0
489,594,0
494,597,0
499,600,0
504,601,0
509,603,0
515,603,0
522,603,0
527,604,0
532,605,0
538,608,0
540,613,0
539,618,0
538,623,0
536,628,0
532,632,0
526,634,0
520,634,0
514,632,0
509,630,0
502,626,0
495,622,0
490,619,0
485,616,0
478,613,0
471,611,0
465,610,0
460,609,0
454,608,0
448,607,0
441,606,0
434,606,0
428,606,0
423,605,0
417,605,0
411,605,0
406,604,0
399,604,0
392,603,0
387,602,0
381,601,0
376,599,0
371,598,0
366,596,0
361,593,0
356,590,0
352,586,0
347,581,0
343,577,0
338,573,0
333,570,0
328,568,0
323,567,0
318,566,0
312,566,0
307,565,0
300,565,0
293,565,0
287,565,0
281,564,0
274,564,0
269,563,0
264,562,0
258,559,0
252,556,0
247,554,0
242,551,0
236,548,0
230,546,0
225,543,0
219,539,0
213,535,0
208,533,0
202,532,0
196,530,0
191,529,0
186,528,0
181,527,0
176,526,0
171,523,0
166,519,0
163,514,0
162,509,0
163,504,0
167,500,0
167,500,10
163,401,10
163,401,0
175,394,0
181,390,0
187,386,0
195,383,0
201,381,0
206,379,0
213,376,0
218,374,0
223,372,0
229,370,0
235,368,0
243,365,0
250,363,0
258,360,0
265,358,0
272,357,0
278,354,0
284,352,0
289,351,0
296,349,0
302,348,0
308,346,0
314,345,0
321,343,0
326,342,0
331,341,0
337,339,0
343,338,0
348,337,0
354,337,0
354,337,10
410,336,10
410,336,0
425,336,0
432,336,0
439,336,0
444,335,0
452,336,0
460,336,0
467,336,0
476,336,0
482,337,0
490,337,0
495,338,0
500,339,0
506,339,0
511,340,0
517,343,0
521,347,0
521,353,0
519,358,0
517,364,0
517,370,0
517,377,0
518,383,0
519,389,0
520,396,0
521,401,0
522,406,0
523,412,0
524,417,0
525,422,0
526,427,0
526,434,0
527,439,0
528,446,0
529,452,0
530,458,0
531,464,0
532,471,0
533,476,0
533,482,0
533,488,0
534,493,0
535,498,0
537,503,0
538,508,0
537,514,0
532,516,0
527,515,0
520,515,0
514,513,0
507,510,0
502,508,0
495,505,0
489,503,0
484,501,0
479,499,0
472,497,0
465,495,0
457,492,0
452,491,0
444,489,0
438,488,0
431,487,0
426,486,0
420,485,0
413,484,0
406,482,0
399,480,0
391,477,0
385,475,0
379,473,0
373,471,0
368,469,0
361,466,0
355,464,0
350,461,0
345,459,0
337,456,0
332,454,0
327,452,0
322,450,0
315,447,0
308,444,0
303,441,0
297,439,0
292,437,0
285,434,0
279,431,0
273,429,0
267,427,0
260,424,0
255,422,0
249,420,0
244,417,0
237,416,0
232,415,0
226,413,0
221,412,0
213,411,0
207,410,0
200,410,0
194,411,0
189,412,0
182,412,0
177,411,0
172,410,0
167,408,0
164,403,0
164,403,10
167,408,10
167,408,0
166,416,0
166,422,0
165,427,0
165,433,0
164,438,0
164,438,10
170,466,10
170,466,0
170,476,0
170,482,0
171,487,0
171,493,0
171,499,0
171,499,10
177,529,10
177,529,0
179,536,0
179,542,0
180,547,0
179,554,0
180,561,0
183,567,0
188,571,0
193,575,0
198,576,0
203,578,0
210,580,0
216,582,0
222,584,0
228,587,0
233,589,0
238,590,0
245,592,0
250,593,0
257,596,0
263,597,0
268,598,0
276,600,0
285,602,0
292,604,0
298,606,0
304,608,0
309,609,0
316,611,0
322,613,0
327,615,0
332,617,0
339,619,0
345,620,0
350,622,0
355,623,0
361,625,0
368,627,0
374,629,0
381,631,0
387,632,0
392,633,0
398,634,0
403,636,0
409,637,0
415,639,0
421,641,0
427,643,0
432,644,0
437,646,0
445,648,0
451,650,0
456,651,0
462,653,0
467,655,0
474,657,0
480,658,0
485,659,0
491,661,0
496,663,0
501,666,0
506,667,0
513,668,0
518,669,0
522,665,0
526,660,0
529,655,0
529,649,0
529,643,0
529,637,0
529,637,10
531,602,10
531,602,0
532,594,0
533,589,0
533,583,0
534,578,0
534,578,10
535,545,10
535,545,0
536,536,0
537,531,0
538,526,0
539,521,0
540,516,0
540,510,0
540,510,10
133,719,10
133,719,0
133,733,0
132,741,0
131,752,0
131,762,0
132,771,0
132,777,0
132,786,0
133,791,0
133,791,10
100,719,10
100,719,0
115,720,0
122,720,0
128,719,0
134,719,0
141,718,0
149,718,0
160,718,0
166,718,0
166,718,10
178,714,10
178,714,0
179,732,0
178,739,0
178,749,0
178,756,0
178,765,0
178,771,0
177,778,0
178,785,0
179,791,0
179,791,10
217,715,10
217,715,0
217,722,0
218,732,0
217,741,0
217,748,0
218,755,0
217,765,0
218,770,0
218,777,0
218,784,0
218,791,0
218,791,10
179,747,10
179,747,0
188,750,0
196,749,0
204,748,0
210,748,0
217,748,0
217,748,10
242,713,10
242,713,0
244,730,0
243,737,0
242,745,0
242,752,0
242,762,0
243,770,0
242,776,0
242,782,0
241,787,0
242,793,0
243,798,0
250,800,0
257,799,0
263,799,0
269,799,0
274,798,0
279,797,0
279,797,10
242,751,10
242,751,0
253,750,0
260,750,0
266,750,0
266,750,10
240,710,10
240,710,0
255,711,0
263,712,0
271,712,0
277,712,0
284,712,0
284,712,10
381,717,10
381,717,0
370,715,0
365,716,0
360,719,0
355,723,0
350,729,0
346,734,0
343,740,0
340,748,0
338,753,0
336,763,0
335,770,0
335,780,0
337,787,0
341,793,0
346,795,0
354,798,0
362,799,0
370,799,0
380,798,0
388,797,0
388,797,10
402,798,10
402,798,0
403,791,0
404,784,0
405,775,0
405,769,0
406,761,0
406,752,0
407,746,0
407,739,0
409,732,0
412,726,0
417,722,0
420,717,0
428,712,0
434,710,0
442,709,0
448,711,0
454,716,0
459,723,0
461,731,0
461,742,0
461,751,0
461,761,0
460,769,0
460,775,0
459,780,0
459,787,0
459,794,0
458,802,0
459,807,0
459,807,10
406,756,10
406,756,0
415,757,0
421,757,0
429,756,0
439,755,0
447,755,0
454,754,0
461,754,0
461,754,10
489,715,10
489,715,0
490,723,0
490,729,0
490,739,0
489,751,0
489,761,0
489,768,0
490,774,0
490,780,0
490,787,0
491,792,0
491,798,0
491,804,0
491,797,0
490,792,0
490,784,0
490,776,0
490,770,0
490,764,0
494,758,0
498,752,0
503,748,0
507,744,0
511,740,0
516,735,0
522,731,0
528,726,0
533,723,0
537,719,0
531,723,0
525,726,0
519,731,0
514,736,0
509,740,0
506,745,0
503,750,0
504,756,0
507,762,0
511,768,0
516,774,0
518,779,0
521,784,0
524,790,0
526,795,0
529,800,0
533,805,0
533,805,10
556,716,10
556,716,0
556,722,0
555,729,0
555,736,0
555,742,0
554,753,0
554,762,0
554,771,0
554,778,0
553,783,0
554,789,0
555,795,0
558,800,0
563,802,0
569,802,0
576,802,0
583,801,0
590,801,0
596,800,0
601,798,0
601,798,10
553,759,10
553,759,0
558,758,0
563,757,0
568,758,0
573,757,0
578,756,0
578,756,10
555,713,10
555,713,0
567,712,0
574,712,0
582,711,0
589,711,0
594,710,0
600,710,0
600,710,10
130,837,10
130,837,0
131,854,0
131,862,0
131,874,0
132,882,0
132,891,0
132,897,0
133,904,0
134,910,0
134,916,0
135,921,0
135,921,10
206,843,10
206,843,0
195,835,0
190,834,0
183,837,0
177,841,0
173,845,0
171,852,0
171,859,0
175,863,0
180,865,0
185,868,0
190,872,0
195,876,0
201,883,0
203,889,0
205,897,0
205,903,0
203,909,0
200,914,0
195,919,0
190,923,0
185,925,0
178,924,0
170,923,0
165,919,0
165,919,10
282,921,10
282,921,0
282,910,0
282,902,0
283,894,0
285,884,0
287,878,0
289,872,0
292,866,0
296,858,0
298,853,0
306,846,0
314,847,0
318,853,0
320,859,0
322,865,0
324,873,0
325,879,0
325,886,0
324,895,0
324,901,0
324,909,0
324,917,0
324,925,0
324,925,10
285,889,10
285,889,0
294,889,0
300,888,0
309,887,0
315,887,0
322,889,0
322,889,10
386,849,10
386,849,0
387,858,0
387,864,0
386,869,0
385,875,0
383,883,0
382,890,0
381,895,0
380,900,0
379,906,0
379,912,0
383,916,0
390,916,0
396,916,0
401,915,0
414,915,0
426,914,0
436,914,0
436,914,10
454,850,10
454,850,0
454,869,0
454,877,0
454,884,0
454,891,0
454,902,0
453,910,0
453,917,0
453,917,10
482,850,10
482,850,0
480,862,0
479,871,0
479,877,0
480,882,0
480,889,0
479,902,0
481,909,0
484,915,0
491,917,0
498,917,0
504,917,0
510,916,0
518,914,0
523,915,0
523,915,10
477,879,10
477,879,0
491,879,0
497,879,0
497,879,10
481,846,10
481,846,0
495,844,0
504,844,0
512,844,0
518,843,0
524,844,0
524,844,10
